Designator,Mid X,Mid Y,Rotation,Layer
C1,112.0,-112.0,180.0,top
D1,103.5,-111.0,270.0,top
D2,118.5,-111.0,270.0,top
J1,104.65,-125.3,90.0,top
J2,103.38,-104.3,0.0,top
Q1,104.75,-119.0,0.0,top
Q2,117.25,-119.0,0.0,top
R1,104.75,-114.25,0.0,top
R2,117.25,-114.25,180.0,top
R3,104.75,-116.0,180.0,top
R4,117.25,-116.0,0.0,top
R5,105.75,-111.0,270.0,top
R6,116.25,-111.0,270.0,top
U1,111.0,-118.0,270.0,top
